Player,Team,FantPos,Age,G,Cmp,PassAtt,PassYds,PassTD,Int,RushAtt,RushYds,RushTD,Tgt,Rec,RecYds,RecTD,PPR,PosRank,OvRank,Year,adp,draft_pick,draft_year,Experience,Rookie,Soph,Third
DwayneAllen,Colts,TE,25,13,0.0,0.0,0.0,0.0,0.0,0.08,0.08,0.0,2.23,1.23,8.38,0.08,2.54,59,,2015,145.1,64,2012,3,0,0,0
RoyHelu,Raiders,RB,27,9,0.0,0.0,0.0,0.0,0.0,1.89,4.33,0.0,1.78,1.0,8.33,0.11,2.93,107,,2015,142.7,105,2011,4,0,0,0
KnileDavis,Chiefs,RB,24,14,0.0,0.0,0.0,0.0,0.0,2.0,5.14,0.07,0.21,0.14,1.71,0.0,1.26,108,,2015,121.2,96,2013,2,0,0,1
CharlesJohnson,Vikings,WR,26,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.18,0.82,11.55,0.0,1.97,145,,2015,61.6,83,2007,8,0,0,0
CharlesJohnson,Vikings,WR,26,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.18,0.82,11.55,0.0,1.97,145,,2015,61.6,216,2013,2,0,0,1
CodyLatimer,Broncos,WR,23,14,0.0,0.0,0.0,0.0,0.0,0.14,0.07,0.0,0.79,0.43,4.21,0.07,1.29,147,,2015,161.0,56,2014,1,0,1,0
BrianQuick,Rams,WR,26,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.46,0.77,7.85,0.0,1.55,157,,2015,106.8,33,2012,3,0,0,0
JeffJanis,Packers,WR,24,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.12,4.94,0.0,0.62,163,,2015,163.1,236,2014,1,0,1,0
ReggieBush,49ers,RB,30,5,0.0,0.0,0.0,0.0,0.0,1.6,5.6,0.0,2.0,0.8,3.8,0.0,1.74,134,,2015,129.5,2,2006,9,0,0,0
DavidJohnson,Cardinals,RB,25,16,0.0,0.0,0.0,0.0,0.0,18.31,77.44,1.0,7.5,5.0,54.94,0.25,25.49,1,1.0,2016,3.4,241,2009,7,0,0,0
DavidJohnson,Cardinals,RB,25,16,0.0,0.0,0.0,0.0,0.0,18.31,77.44,1.0,7.5,5.0,54.94,0.25,25.49,1,1.0,2016,3.4,86,2015,1,0,1,0
DavidJohnson,Steelers,TE,29,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.69,0.44,5.0,0.0,1.06,73,,2016,3.4,241,2009,7,0,0,0
DavidJohnson,Steelers,TE,29,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.69,0.44,5.0,0.0,1.06,73,,2016,3.4,86,2015,1,0,1,0
EzekielElliott,Cowboys,RB,21,15,0.0,0.0,0.0,0.0,0.0,21.47,108.73,1.0,2.6,2.13,24.2,0.07,21.69,2,2.0,2016,8.3,4,2016,0,1,0,0
AaronRodgers,Packers,QB,33,16,25.06,38.12,276.75,2.5,0.44,4.19,23.06,0.25,0.0,0.0,0.0,0.0,23.75,1,3.0,2016,38.7,24,2005,11,0,0,0
LeSeanMcCoy,Bills,RB,28,15,0.0,0.0,0.0,0.0,0.0,15.6,84.47,0.87,3.8,3.33,23.73,0.07,19.89,3,4.0,2016,22.0,53,2009,7,0,0,0
DeMarcoMurray,Titans,RB,28,16,0.06,0.12,0.62,0.06,0.0,18.31,80.44,0.56,4.19,3.31,23.56,0.19,18.36,5,6.0,2016,40.3,71,2011,5,0,0,0
DevontaFreeman,Falcons,RB,24,16,0.0,0.0,0.0,0.0,0.0,14.19,67.44,0.69,4.06,3.38,28.88,0.12,17.76,6,7.0,2016,19.2,103,2014,2,0,0,1
MattRyan,Falcons,QB,31,16,23.31,33.38,309.0,2.38,0.44,2.19,7.31,0.0,0.0,0.0,0.0,0.0,21.72,2,9.0,2016,146.5,3,2008,8,0,0,0
MikeEvans,Buccaneers,WR,23,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.81,6.0,82.56,0.75,19.01,1,10.0,2016,15.7,7,2014,2,0,0,1
JordyNelson,Packers,WR,31,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.5,6.06,78.56,0.88,19.04,2,11.0,2016,17.3,36,2008,8,0,0,0
AntonioBrown,Steelers,WR,28,15,0.0,0.0,0.0,0.0,0.0,0.2,0.6,0.0,10.27,7.07,85.6,0.8,20.49,3,12.0,2016,1.2,195,2010,6,0,0,0
MelvinGordon,Chargers,RB,23,13,0.0,0.0,0.0,0.0,0.0,19.54,76.69,0.77,4.38,3.15,32.23,0.15,19.28,8,13.0,2016,53.7,15,2015,1,0,1,0
DrewBrees,Saints,QB,37,16,29.44,42.06,325.5,2.31,0.94,1.44,1.25,0.12,0.0,0.0,0.0,0.0,20.77,3,14.0,2016,61.1,32,2001,15,0,0,0
MarkIngram,Saints,RB,27,16,0.0,0.0,0.0,0.0,0.0,12.81,65.19,0.38,3.62,2.88,19.94,0.25,15.14,10,17.0,2016,25.5,28,2011,5,0,0,0
JayAjayi,Dolphins,RB,23,15,0.0,0.0,0.0,0.0,0.0,17.33,84.8,0.53,2.33,1.8,10.07,0.0,14.35,11,19.0,2016,111.3,149,2015,1,0,1,0
TravisKelce,Chiefs,TE,27,16,0.0,0.0,0.0,0.0,0.0,0.06,-0.31,0.0,7.31,5.31,70.31,0.25,13.94,1,20.0,2016,64.3,63,2013,3,0,0,0
JulioJones,Falcons,WR,27,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.21,5.93,100.64,0.43,18.56,6,21.0,2016,2.8,6,2011,5,0,0,0
AndrewLuck,Colts,QB,27,15,23.07,36.33,282.67,2.07,0.87,4.27,22.73,0.13,0.0,0.0,0.0,0.0,20.51,4,22.0,2016,58.3,1,2012,4,0,0,0
BrandinCooks,Saints,WR,23,16,0.0,0.0,0.0,0.0,0.0,0.38,1.88,0.0,7.31,4.88,73.31,0.5,15.39,8,24.0,2016,23.3,20,2014,2,0,0,1
GregOlsen,Panthers,TE,31,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.06,5.0,67.06,0.19,12.96,2,25.0,2016,48.4,31,2007,9,0,0,0
KirkCousins,WFT,QB,28,16,25.38,37.88,307.31,1.56,0.75,2.12,6.0,0.25,0.0,0.0,0.0,0.0,18.77,5,26.0,2016,109.6,102,2012,4,0,0,0
FrankGore,Colts,RB,33,16,0.0,0.0,0.0,0.0,0.0,16.44,64.06,0.25,2.94,2.38,17.31,0.25,13.39,12,27.0,2016,73.8,65,2005,11,0,0,0
LataviusMurray,Raiders,RB,26,14,0.0,0.0,0.0,0.0,0.0,13.93,56.29,0.86,3.07,2.36,18.86,0.0,14.87,13,29.0,2016,35.8,181,2013,3,0,0,0
MichaelThomas,Saints,WR,23,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.07,6.13,75.8,0.6,17.05,9,30.0,2016,118.7,47,2016,0,1,0,0
JimmyGraham,Seahawks,TE,30,16,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,5.94,4.06,57.69,0.38,11.83,4,31.0,2016,144.3,95,2010,6,0,0,0
DelanieWalker,Titans,TE,32,15,0.0,0.0,0.0,0.0,0.0,0.13,0.73,0.0,6.8,4.33,53.33,0.47,12.54,5,32.0,2016,64.0,175,2006,10,0,0,0
CarlosHyde,49ers,RB,26,13,0.0,0.0,0.0,0.0,0.0,16.69,76.0,0.46,2.54,2.08,12.54,0.23,14.78,15,36.0,2016,45.7,57,2014,2,0,0,1
DakPrescott,Cowboys,QB,23,16,19.44,28.69,229.19,1.44,0.25,3.56,17.62,0.38,0.0,0.0,0.0,0.0,17.93,6,38.0,2016,144.8,135,2016,0,1,0,0
MartellusBennett,Patriots,TE,29,16,0.0,0.0,0.0,0.0,0.0,0.12,0.62,0.0,4.56,3.44,43.81,0.44,10.51,7,39.0,2016,117.3,61,2008,8,0,0,0
MichaelCrabtree,Raiders,WR,29,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.06,5.56,62.69,0.5,14.96,12,40.0,2016,78.6,10,2009,7,0,0,0
SpencerWare,Chiefs,RB,25,14,0.0,0.0,0.0,0.0,0.0,15.29,65.79,0.21,3.0,2.36,31.93,0.14,13.84,16,41.0,2016,125.8,194,2013,3,0,0,0
AmariCooper,Raiders,WR,22,16,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,8.25,5.19,72.06,0.31,14.52,13,42.0,2016,20.1,4,2015,1,0,1,0
LamarMiller,Texans,RB,25,14,0.0,0.0,0.0,0.0,0.0,19.14,76.64,0.36,2.79,2.21,13.43,0.07,13.65,18,43.0,2016,9.8,97,2012,4,0,0,0
TevinColeman,Falcons,RB,23,13,0.0,0.0,0.0,0.0,0.0,9.08,40.0,0.62,3.08,2.38,32.38,0.23,14.7,17,44.0,2016,119.5,73,2015,1,0,1,0
RishardMatthews,Titans,WR,27,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.75,4.06,59.06,0.56,13.22,15,46.0,2016,138.3,227,2012,4,0,0,0
MatthewStafford,Lions,QB,28,16,24.25,37.12,270.44,1.5,0.62,2.31,12.94,0.12,0.06,0.0,0.0,0.0,17.49,7,47.0,2016,118.6,1,2009,7,0,0,0
JeremyHill,Bengals,RB,24,15,0.0,0.0,0.0,0.0,0.0,14.8,55.93,0.6,1.8,1.4,11.6,0.0,11.75,19,48.0,2016,49.1,55,2014,2,0,0,1
ZachErtz,Eagles,TE,26,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.57,5.57,58.29,0.29,13.11,8,49.0,2016,88.2,35,2013,3,0,0,0
ToddGurley,Rams,RB,22,16,0.0,0.0,0.0,0.0,0.0,17.38,55.31,0.38,3.62,2.69,20.44,0.0,12.39,20,50.0,2016,6.3,10,2015,1,0,1,0
MattForte,Jets,RB,31,14,0.0,0.0,0.0,0.0,0.0,15.57,58.07,0.5,3.07,2.14,18.79,0.07,13.11,21,51.0,2016,43.1,44,2008,8,0,0,0
JordanReed,WFT,TE,26,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.42,5.5,57.17,0.5,14.05,9,52.0,2016,35.1,85,2013,3,0,0,0
JarvisLandry,Dolphins,WR,24,16,0.0,0.06,0.0,0.0,0.0,0.31,1.06,0.0,8.19,5.88,71.0,0.25,14.46,16,53.0,2016,26.9,63,2014,2,0,0,1
LarryFitzgerald,Cardinals,WR,33,16,0.0,0.06,0.0,0.0,0.0,0.12,0.31,0.0,9.38,6.69,63.94,0.38,15.24,17,54.0,2016,60.2,3,2004,12,0,0,0
TyrodTaylor,Bills,QB,27,15,17.93,29.07,201.53,1.13,0.4,6.33,38.67,0.4,0.0,0.0,0.0,0.0,18.06,8,55.0,2016,114.3,180,2011,5,0,0,0
TerrellePryor,Browns,WR,27,16,0.31,0.56,2.56,0.0,0.0,0.5,1.31,0.06,8.75,4.81,62.94,0.25,13.34,18,56.0,2016,157.7,1,2011,5,0,0,0
DemaryiusThomas,Broncos,WR,29,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,5.62,67.69,0.31,14.14,19,57.0,2016,29.7,22,2010,6,0,0,0
BlakeBortles,Jaguars,QB,24,16,23.0,39.06,244.06,1.44,1.0,3.62,22.44,0.19,0.06,0.06,1.25,0.06,16.94,9,58.0,2016,86.1,3,2014,2,0,0,1
KelvinBenjamin,Panthers,WR,25,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.38,3.94,58.81,0.44,12.32,20,59.0,2016,39.2,28,2014,2,0,0,1
DerekCarr,Raiders,QB,25,15,23.8,37.33,262.47,1.87,0.4,2.6,4.67,0.0,0.0,0.0,0.0,0.0,17.9,10,60.0,2016,103.5,36,2014,2,0,0,1
RussellWilson,Seahawks,QB,28,16,22.06,34.12,263.69,1.31,0.69,4.5,16.19,0.06,0.12,0.12,0.88,0.06,16.88,11,62.0,2016,53.2,75,2012,4,0,0,0
EmmanuelSanders,Broncos,WR,29,16,0.0,0.0,0.0,0.0,0.0,0.06,0.25,0.0,8.56,4.94,64.5,0.31,13.29,21,63.0,2016,70.6,82,2010,6,0,0,0
JulianEdelman,Patriots,WR,30,16,0.0,0.0,0.0,0.0,0.0,0.75,3.56,0.0,9.94,6.12,69.12,0.19,14.39,22,65.0,2016,35.1,232,2009,7,0,0,0
GoldenTate,Lions,WR,28,16,0.0,0.0,0.0,0.0,0.0,0.62,0.25,0.0,8.44,5.69,67.31,0.25,13.94,23,66.0,2016,43.6,60,2010,6,0,0,0
MikeWallace,Ravens,WR,30,16,0.0,0.0,0.0,0.0,0.0,0.31,1.94,0.0,7.25,4.5,63.56,0.25,12.68,24,67.0,2016,153.2,84,2009,7,0,0,0
DezBryant,Cowboys,WR,28,13,0.08,0.08,0.77,0.08,0.0,0.0,0.0,0.0,7.38,3.85,61.23,0.62,13.85,26,69.0,2016,16.4,24,2010,6,0,0,0
BilalPowell,Jets,RB,28,16,0.0,0.0,0.0,0.0,0.0,8.19,45.12,0.19,4.62,3.62,24.25,0.12,12.31,22,70.0,2016,105.9,126,2011,5,0,0,0
JonathanStewart,Panthers,RB,29,13,0.0,0.0,0.0,0.0,0.0,16.77,63.38,0.69,1.62,0.62,4.62,0.0,11.26,23,72.0,2016,62.8,13,2008,8,0,0,0
KennyStills,Dolphins,WR,24,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.06,2.62,45.38,0.56,10.54,28,73.0,2016,151.2,144,2013,3,0,0,0
AllenRobinson,Jaguars,WR,23,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.44,4.56,55.19,0.38,12.46,29,74.0,2016,9.2,61,2014,2,0,0,1
AndyDalton,Bengals,QB,29,16,22.75,35.19,262.88,1.12,0.5,2.88,11.5,0.25,0.0,0.0,0.0,0.0,16.29,12,75.0,2016,132.7,35,2011,5,0,0,0
CobyFleener,Saints,TE,28,16,0.0,0.0,0.0,0.0,0.0,0.06,0.12,0.06,5.06,3.12,39.44,0.19,8.58,12,76.0,2016,72.7,34,2012,4,0,0,0
TerranceWest,Ravens,RB,25,16,0.0,0.0,0.0,0.0,0.0,12.06,48.38,0.31,2.81,2.12,14.75,0.06,10.69,24,78.0,2016,158.5,94,2014,2,0,0,1
MarcusMariota,Titans,QB,23,15,18.4,30.07,228.4,1.73,0.6,4.0,23.27,0.13,0.07,0.0,0.0,0.0,17.33,13,,2016,136.3,2,2015,1,0,1,0
TomBrady,Patriots,QB,39,12,24.25,36.0,296.17,2.33,0.17,2.33,5.33,0.0,0.0,0.0,0.0,0.0,21.55,15,,2016,68.5,199,2000,16,0,0,0
PhilipRivers,Chargers,QB,35,16,21.81,36.12,274.12,2.06,1.31,0.88,2.19,0.0,0.0,0.0,0.0,0.0,16.18,14,,2016,96.8,4,2004,12,0,0,0
JameisWinston,Buccaneers,QB,22,16,21.56,35.44,255.62,1.75,1.12,3.31,10.31,0.06,0.0,0.0,0.0,0.0,16.01,16,,2016,123.4,1,2015,1,0,1,0
CamNewton,Panthers,QB,27,15,18.0,34.0,233.93,1.27,0.93,6.0,23.93,0.33,0.0,0.0,0.0,0.0,16.95,17,,2016,34.5,1,2011,5,0,0,0
BenRoethlisberger,Steelers,QB,34,14,23.43,36.36,272.79,2.07,0.93,1.14,1.0,0.07,0.0,0.0,0.0,0.0,18.01,18,,2016,72.0,11,2004,12,0,0,0
CarsonPalmer,Cardinals,QB,37,15,24.27,39.8,282.2,1.73,0.93,0.93,2.53,0.0,0.0,0.0,0.0,0.0,16.21,19,,2016,83.8,1,2003,13,0,0,0
EliManning,Giants,QB,35,16,23.56,37.38,251.69,1.62,1.0,1.31,-0.56,0.0,0.0,0.0,0.0,0.0,14.01,21,,2016,93.3,1,2004,12,0,0,0
RyanTannehill,Dolphins,QB,28,13,20.08,29.92,230.38,1.46,0.92,3.0,12.62,0.08,0.0,0.0,0.0,0.0,14.63,27,,2016,157.4,8,2012,4,0,0,0
BrockOsweiler,Texans,QB,26,15,20.07,34.0,197.13,1.0,1.07,2.0,8.73,0.13,0.07,0.07,-0.93,0.0,11.27,28,,2016,163.3,57,2012,4,0,0,0
RyanFitzpatrick,Jets,QB,34,14,16.29,28.79,193.57,0.86,1.21,2.36,9.29,0.0,0.0,0.0,0.0,0.0,9.53,29,,2016,151.1,250,2005,11,0,0,0
RyanMathews,Eagles,RB,29,13,0.0,0.0,0.0,0.0,0.0,11.92,50.85,0.62,1.08,1.0,8.85,0.08,11.12,25,,2016,60.4,12,2010,6,0,0,0
DeSeanJackson,WFT,WR,30,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.67,3.73,67.0,0.27,12.03,31,,2016,81.9,49,2008,8,0,0,0
DeAndreHopkins,Texans,WR,24,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.44,4.88,59.62,0.25,12.34,36,,2016,6.4,27,2013,3,0,0,0
SterlingShepard,Giants,WR,23,16,0.0,0.0,0.0,0.0,0.0,0.19,1.94,0.0,6.56,4.06,42.69,0.5,11.52,37,,2016,84.7,40,2016,0,1,0,0
MarvinJones,Lions,WR,26,15,0.0,0.0,0.0,0.0,0.0,0.07,0.2,0.0,6.87,3.67,62.0,0.27,11.49,38,,2016,56.2,166,2012,4,0,0,0
ChristineMichael,2TM,RB,26,15,0.0,0.0,0.0,0.0,0.0,9.87,38.87,0.47,1.93,1.47,7.13,0.07,9.13,28,,2016,99.6,62,2013,3,0,0,0
DevontaeBooker,Broncos,RB,24,16,0.0,0.0,0.0,0.0,0.0,10.88,38.25,0.25,2.81,1.94,16.56,0.06,8.92,29,,2016,140.9,136,2016,0,1,0,0
DarrenSproles,Eagles,RB,33,15,0.0,0.0,0.0,0.0,0.0,6.27,29.2,0.13,4.73,3.47,28.47,0.13,10.83,30,,2016,116.8,130,2005,11,0,0,0
StefonDiggs,Vikings,WR,23,13,0.0,0.0,0.0,0.0,0.0,0.23,0.77,0.0,8.62,6.46,69.46,0.23,14.87,44,,2016,99.2,146,2015,1,0,1,0
TheoRiddick,Lions,RB,25,10,0.0,0.0,0.0,0.0,0.0,9.2,35.7,0.1,6.7,5.3,37.1,0.5,16.18,31,,2016,99.8,199,2013,3,0,0,0
JerickMcKinnon,Vikings,RB,24,15,0.0,0.07,0.0,0.0,0.0,10.6,35.93,0.13,3.53,2.87,17.0,0.13,9.89,32,,2016,148.8,96,2014,2,0,0,1
RashadJennings,Giants,RB,31,13,0.0,0.0,0.0,0.0,0.0,13.92,45.62,0.23,3.23,2.69,15.46,0.08,10.65,34,,2016,74.9,250,2009,7,0,0,0
JamesWhite,Patriots,RB,24,16,0.0,0.0,0.0,0.0,0.0,2.44,10.38,0.0,5.38,3.75,34.44,0.31,10.11,35,,2016,90.9,130,2014,2,0,0,1
ChrisThompson,WFT,RB,26,16,0.0,0.0,0.0,0.0,0.0,4.25,22.25,0.19,3.88,3.06,21.81,0.12,9.22,36,,2016,155.2,150,2004,12,0,0,0
ChrisThompson,WFT,RB,26,16,0.0,0.0,0.0,0.0,0.0,4.25,22.25,0.19,3.88,3.06,21.81,0.12,9.22,36,,2016,155.2,154,2013,3,0,0,0
JordanMatthews,Eagles,WR,24,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.36,5.21,57.43,0.21,12.24,50,,2016,64.2,42,2014,2,0,0,1
DeVanteParker,Dolphins,WR,23,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.8,3.73,49.6,0.27,10.29,51,,2016,91.7,14,2015,1,0,1,0
BrandonMarshall,Jets,WR,32,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.53,3.93,52.53,0.2,10.39,52,,2016,13.0,119,2006,10,0,0,0
BrandonMarshall,Jets,WR,32,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.53,3.93,52.53,0.2,10.39,52,,2016,13.0,142,2012,4,0,0,0
AlshonJeffery,Bears,WR,26,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.83,4.33,68.42,0.17,12.18,53,,2016,22.1,45,2012,4,0,0,0
DukeJohnson,Browns,RB,23,16,0.0,0.06,0.0,0.0,0.0,4.56,22.38,0.06,4.62,3.31,32.12,0.0,9.01,39,,2016,66.9,77,2015,1,0,1,0
MohamedSanu,Falcons,WR,27,15,0.0,0.0,0.0,0.0,0.0,0.07,0.33,0.0,5.4,3.93,43.53,0.27,9.92,55,,2016,134.1,83,2012,4,0,0,0
TavonAustin,Rams,WR,26,15,0.0,0.0,0.0,0.0,0.0,1.87,10.6,0.07,7.07,3.87,33.93,0.2,9.79,56,,2016,109.8,8,2013,3,0,0,0
RandallCobb,Packers,WR,26,13,0.0,0.0,0.0,0.0,0.0,0.77,2.54,0.0,6.46,4.62,46.92,0.31,11.41,57,,2016,31.5,64,2011,5,0,0,0
TravisBenjamin,Chargers,WR,27,14,0.0,0.07,0.0,0.0,0.0,0.14,-0.21,0.0,5.36,3.36,48.36,0.29,9.46,58,,2016,104.2,100,2012,4,0,0,0
GiovaniBernard,Bengals,RB,25,10,0.0,0.0,0.0,0.0,0.0,9.1,33.7,0.2,5.1,3.9,33.6,0.1,12.23,43,,2016,57.7,37,2013,3,0,0,0
TylerLockett,Seahawks,WR,24,15,0.0,0.0,0.0,0.0,0.0,0.4,7.6,0.07,4.4,2.73,39.8,0.07,8.27,59,,2016,73.4,69,2015,1,0,1,0
JasonWitten,Cowboys,TE,34,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.94,4.31,42.06,0.19,9.52,14,,2016,151.2,69,2003,13,0,0,0
DeAngeloWilliams,Steelers,RB,33,9,0.0,0.0,0.0,0.0,0.0,10.89,38.11,0.44,3.0,2.0,13.11,0.22,11.12,45,,2016,69.1,27,2006,10,0,0,0
WillFuller,Texans,WR,22,14,0.0,0.0,0.0,0.0,0.0,0.07,-0.21,0.0,6.57,3.36,45.36,0.14,9.16,62,,2016,130.4,21,2016,0,1,0,0
DwayneAllen,Colts,TE,26,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.71,2.5,29.0,0.43,8.11,19,,2016,131.2,64,2012,4,0,0,0
MichaelFloyd,2TM,WR,27,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.07,2.47,32.53,0.33,7.72,63,,2016,52.3,13,2012,4,0,0,0
GaryBarnidge,Browns,TE,31,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.12,3.44,38.25,0.12,8.14,20,,2016,79.6,141,2008,8,0,0,0
ZachMiller,Bears,TE,32,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4,4.7,48.6,0.4,11.96,21,,2016,157.4,38,2007,9,0,0,0
ZachMiller,Bears,TE,32,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4,4.7,48.6,0.4,11.96,21,,2016,157.4,180,2009,7,0,0,0
DonteMoncrief,Colts,WR,23,9,0.0,0.0,0.0,0.0,0.0,0.11,-0.11,0.0,6.22,3.33,34.11,0.78,11.4,69,,2016,38.4,90,2014,2,0,0,1
RobGronkowski,Patriots,TE,27,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.75,3.12,67.5,0.38,12.12,22,,2016,14.2,42,2010,6,0,0,0
DougMartin,Buccaneers,RB,27,8,0.0,0.0,0.0,0.0,0.0,18.0,52.62,0.38,2.0,1.75,16.75,0.0,10.69,51,,2016,30.8,31,2012,4,0,0,0
TylerBoyd,Bengals,WR,22,16,0.0,0.0,0.0,0.0,0.0,0.25,3.62,0.0,5.06,3.38,37.69,0.06,7.76,70,,2016,137.6,55,2016,0,1,0,0
TylerEifert,Bengals,TE,26,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.88,3.62,49.25,0.62,12.3,24,,2016,108.4,21,2013,3,0,0,0
DeAndreWashington,Raiders,RB,23,14,0.0,0.0,0.0,0.0,0.0,6.21,33.36,0.14,1.64,1.21,8.21,0.0,6.09,53,,2016,126.2,143,2016,0,1,0,0
MattJones,WFT,RB,23,7,0.0,0.0,0.0,0.0,0.0,14.14,65.71,0.43,1.14,1.14,10.43,0.0,10.76,54,,2016,78.4,21,2005,11,0,0,0
MattJones,WFT,RB,23,7,0.0,0.0,0.0,0.0,0.0,14.14,65.71,0.43,1.14,1.14,10.43,0.0,10.76,54,,2016,78.4,95,2015,1,0,1,0
PhillipDorsett,Colts,WR,23,15,0.0,0.0,0.0,0.0,0.0,0.13,0.67,0.0,3.93,2.2,35.2,0.13,6.59,74,,2016,148.9,29,2015,1,0,1,0
RobertGriffinIII,Browns,QB,26,5,17.4,29.4,177.2,0.4,0.6,6.2,38.0,0.4,0.0,0.0,0.0,0.0,13.28,35,,2016,159.3,2,2012,4,0,0,0
JeremyMaclin,Chiefs,WR,28,12,0.0,0.08,0.0,0.0,0.0,0.08,-0.08,0.0,6.33,3.67,44.67,0.17,9.12,76,,2016,37.3,19,2009,7,0,0,0
JohnBrown,Cardinals,WR,26,15,0.0,0.0,0.0,0.0,0.0,0.07,0.67,0.0,4.87,2.6,34.47,0.13,6.91,77,,2016,78.3,91,2014,2,0,0,1
TajaeSharpe,Titans,WR,22,16,0.0,0.0,0.0,0.0,0.0,0.06,0.06,0.0,5.19,2.56,32.62,0.12,6.58,78,,2016,115.1,140,2016,0,1,0,0
DevinFunchess,Panthers,WR,22,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.87,1.53,24.73,0.27,5.74,80,,2016,98.5,41,2015,1,0,1,0
CoreyColeman,Browns,WR,22,10,0.0,0.0,0.0,0.0,0.0,0.2,1.0,0.0,7.3,3.3,41.3,0.3,9.33,84,,2016,112.2,15,2016,0,1,0,0
SammieCoates,Steelers,WR,23,14,0.0,0.0,0.0,0.0,0.0,0.29,1.0,0.0,3.5,1.5,31.07,0.14,5.56,86,,2016,156.1,87,2015,1,0,1,0
SammyWatkins,Bills,WR,23,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5,3.5,53.75,0.25,10.38,87,,2016,28.3,4,2014,2,0,0,1
JeremyLangford,Bears,RB,25,12,0.0,0.0,0.0,0.0,0.0,5.17,16.67,0.33,2.25,1.58,11.83,0.0,6.1,59,,2016,47.1,106,2015,1,0,1,0
JuliusThomas,Jaguars,TE,28,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.67,3.33,31.22,0.44,9.12,29,,2016,98.0,129,2011,5,0,0,0
TorreySmith,49ers,WR,27,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.08,1.67,22.25,0.25,5.39,97,,2016,127.3,58,2011,5,0,0,0
CharlesSims,Buccaneers,RB,26,7,0.0,0.0,0.0,0.0,0.0,7.29,21.29,0.14,4.57,3.43,27.14,0.14,9.7,66,,2016,87.2,69,2014,2,0,0,1
JaredCook,Packers,TE,29,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1,3.0,37.7,0.1,7.17,36,,2016,137.0,89,2009,7,0,0,0
JustinForsett,3TM,RB,31,9,0.0,0.0,0.0,0.0,0.0,9.67,32.33,0.11,3.0,2.22,9.44,0.0,6.84,67,,2016,90.7,233,2008,8,0,0,0
JamesStarks,Packers,RB,30,9,0.0,0.0,0.0,0.0,0.0,7.0,16.11,0.0,2.78,2.11,14.89,0.22,6.54,70,,2016,154.9,193,2010,6,0,0,0
EddieLacy,Packers,RB,26,5,0.0,0.0,0.0,0.0,0.0,14.2,72.0,0.0,1.4,0.8,5.6,0.0,8.56,71,,2016,24.0,61,2013,3,0,0,0
