Player,Team,FantPos,Age,G,Cmp,PassAtt,PassYds,PassTD,Int,RushAtt,RushYds,RushTD,Tgt,Rec,RecYds,RecTD,PPR,PosRank,OvRank,Year,adp,draft_pick,draft_year,Experience,Rookie,Soph,Third
TyrodTaylor,Browns,QB,29,4,10.5,21.25,118.25,0.5,0.5,4.0,31.25,0.25,0.0,0.0,0.0,0.0,10.35,41,,2018,156.8,180,2011,7,0,0,0
JayAjayi,Eagles,RB,25,4,0.0,0.0,0.0,0.0,0.0,11.25,46.0,0.75,1.5,1.25,5.0,0.0,10.85,78,,2018,46.6,149,2015,3,0,0,0
DeVanteParker,Dolphins,WR,25,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.27,2.18,28.09,0.09,5.54,103,,2018,154.8,14,2015,3,0,0,0
RexBurkhead,Patriots,RB,28,8,0.0,0.0,0.0,0.0,0.0,7.12,23.25,0.0,2.5,1.75,16.38,0.12,6.21,80,,2018,64.0,190,2013,5,0,0,0
PierreGarcon,49ers,WR,32,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.75,3.0,35.75,0.12,7.32,108,,2018,108.2,205,2008,10,0,0,0
TylerEifert,Bengals,TE,28,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.75,3.75,44.75,0.25,9.72,55,,2018,147.0,21,2013,5,0,0,0
RonaldJonesII,Buccaneers,RB,21,9,0.0,0.0,0.0,0.0,0.0,2.56,4.89,0.11,1.0,0.78,3.67,0.0,2.3,98,,2018,111.4,38,2018,0,1,0,0
DevontaFreeman,Falcons,RB,26,2,0.0,0.0,0.0,0.0,0.0,7.0,34.0,0.0,3.5,2.5,11.5,0.0,7.05,108,,2018,19.1,103,2014,4,0,0,0
DelanieWalker,Titans,TE,34,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,4.0,52.0,0.0,9.2,90,,2018,77.6,175,2006,12,0,0,0
ChristianMcCaffrey,Panthers,RB,23,16,0.0,0.12,0.0,0.0,0.0,17.94,86.69,0.94,8.88,7.25,62.81,0.25,29.45,1,1.0,2019,3.2,8,2017,2,0,0,1
LamarJackson,Ravens,QB,22,15,17.67,26.73,208.47,2.4,0.4,11.73,80.4,0.47,0.0,0.0,0.0,0.0,27.71,1,2.0,2019,97.6,32,2018,1,0,1,0
AaronJones,Packers,RB,25,16,0.0,0.0,0.0,0.0,0.0,14.75,67.75,1.0,4.25,3.06,29.62,0.19,19.68,3,4.0,2019,29.2,182,2017,2,0,0,1
EzekielElliott,Cowboys,RB,24,16,0.0,0.0,0.0,0.0,0.0,18.81,84.81,0.75,4.44,3.38,26.25,0.12,19.48,4,5.0,2019,3.9,4,2016,3,0,0,0
DalvinCook,Vikings,RB,24,14,0.0,0.0,0.0,0.0,0.0,17.86,81.07,0.93,4.5,3.79,37.07,0.0,20.89,5,6.0,2019,14.6,41,2017,2,0,0,1
MichaelThomas,Saints,WR,26,16,0.0,0.0,0.0,0.0,0.0,0.06,-0.56,0.0,11.56,9.31,107.81,0.56,23.41,1,7.0,2019,10.4,47,2016,3,0,0,0
TravisKelce,Chiefs,TE,30,16,0.0,0.0,0.0,0.0,0.0,0.06,0.25,0.06,8.5,6.06,76.81,0.31,15.89,1,8.0,2019,17.1,63,2013,6,0,0,0
NickChubb,Browns,RB,24,16,0.0,0.0,0.0,0.0,0.0,18.62,93.38,0.5,3.06,2.25,17.38,0.0,15.95,6,9.0,2019,11.7,35,2018,1,0,1,0
MarkIngram,Ravens,RB,30,15,0.0,0.0,0.0,0.0,0.0,13.47,67.87,0.67,1.93,1.73,16.47,0.33,16.17,8,11.0,2019,39.7,28,2011,8,0,0,0
DakPrescott,Cowboys,QB,26,16,24.25,37.25,306.38,1.88,0.69,3.25,17.31,0.19,0.0,0.0,0.0,0.0,21.11,2,12.0,2019,127.2,135,2016,3,0,0,0
MarkAndrews,Ravens,TE,24,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.53,4.27,56.8,0.67,13.81,2,13.0,2019,142.1,86,2018,1,0,1,0
RussellWilson,Seahawks,QB,31,16,21.31,32.25,256.88,1.94,0.31,4.69,21.38,0.19,0.0,0.0,0.0,0.0,20.54,3,14.0,2019,88.4,75,2012,7,0,0,0
ChrisGodwin,Buccaneers,WR,23,14,0.0,0.0,0.0,0.0,0.0,0.07,0.57,0.0,8.64,6.14,95.21,0.64,19.72,2,15.0,2019,39.9,84,2017,2,0,0,1
GeorgeKittle,49ers,TE,26,14,0.0,0.0,0.0,0.0,0.0,0.36,1.57,0.0,7.64,6.07,75.21,0.36,15.89,3,16.0,2019,28.3,146,2017,2,0,0,1
DeshaunWatson,Texans,QB,24,15,22.2,33.0,256.8,1.73,0.8,5.47,27.53,0.47,0.07,0.07,0.4,0.07,21.4,4,17.0,2019,47.1,12,2017,2,0,0,1
ChrisCarson,Seahawks,RB,25,15,0.0,0.0,0.0,0.0,0.0,18.53,82.0,0.47,3.13,2.47,17.73,0.13,15.51,9,18.0,2019,26.5,249,2017,2,0,0,1
DarrenWaller,Raiders,TE,27,16,0.0,0.0,0.0,0.0,0.0,0.12,0.31,0.0,7.31,5.62,71.56,0.19,13.81,4,19.0,2019,155.8,204,2015,4,0,0,0
KennyGolladay,Lions,WR,26,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.25,4.06,74.38,0.69,15.5,3,20.0,2019,47.1,96,2017,2,0,0,1
SaquonBarkley,Giants,RB,22,13,0.0,0.0,0.0,0.0,0.0,16.69,77.15,0.46,5.62,4.0,33.69,0.15,18.78,10,21.0,2019,1.4,2,2018,1,0,1,0
ZachErtz,Eagles,TE,29,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,5.87,61.07,0.4,14.37,5,22.0,2019,33.5,35,2013,6,0,0,0
JoeMixon,Bengals,RB,23,16,0.0,0.0,0.0,0.0,0.0,17.38,71.06,0.31,2.81,2.19,17.94,0.19,14.09,11,23.0,2019,18.4,48,2017,2,0,0,1
ToddGurley,Rams,RB,25,15,0.0,0.0,0.0,0.0,0.0,14.87,57.13,0.8,3.27,2.07,13.8,0.13,14.63,12,24.0,2019,16.0,10,2015,4,0,0,0
JaredCook,Saints,TE,32,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.64,3.07,50.36,0.64,11.96,6,25.0,2019,70.6,89,2009,10,0,0,0
CooperKupp,Rams,WR,26,16,0.0,0.06,0.0,0.0,0.0,0.12,0.25,0.0,8.38,5.88,72.56,0.62,16.91,4,26.0,2019,45.2,69,2017,2,0,0,1
JulioJones,Falcons,WR,30,15,0.0,0.0,0.0,0.0,0.0,0.13,-0.2,0.0,10.47,6.6,92.93,0.4,18.27,5,27.0,2019,10.2,6,2011,8,0,0,0
LeonardFournette,Jaguars,RB,24,15,0.0,0.0,0.0,0.0,0.0,17.67,76.8,0.2,6.67,5.07,34.8,0.0,17.29,13,29.0,2019,23.2,4,2017,2,0,0,1
JameisWinston,Buccaneers,QB,25,16,23.75,39.12,319.31,2.06,1.88,3.69,15.62,0.06,0.0,0.0,0.0,0.0,19.09,5,30.0,2019,105.1,1,2015,4,0,0,0
AustinHooper,Falcons,TE,25,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.46,5.77,60.54,0.46,14.75,7,31.0,2019,95.4,81,2016,3,0,0,0
AmariCooper,Cowboys,WR,25,16,0.0,0.0,0.0,0.0,0.0,0.06,0.38,0.0,7.44,4.94,74.31,0.5,15.41,7,32.0,2019,33.1,4,2015,4,0,0,0
MikeEvans,Buccaneers,WR,26,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.08,5.15,89.0,0.62,17.9,8,33.0,2019,20.2,7,2014,5,0,0,0
DeAndreHopkins,Texans,WR,27,15,0.07,0.13,0.4,0.07,0.07,0.13,1.2,0.0,10.0,6.93,77.67,0.47,17.9,10,35.0,2019,7.0,27,2013,6,0,0,0
JoshJacobs,Raiders,RB,21,13,0.0,0.0,0.0,0.0,0.0,18.62,88.46,0.54,2.08,1.54,12.77,0.0,14.74,14,36.0,2019,33.1,24,2019,0,1,0,0
KeenanAllen,Chargers,WR,27,16,0.0,0.0,0.0,0.0,0.0,0.19,1.0,0.0,9.31,6.5,74.94,0.38,16.34,11,37.0,2019,25.0,76,2013,6,0,0,0
MilesSanders,Eagles,RB,22,16,0.0,0.0,0.0,0.0,0.0,11.19,51.12,0.19,3.94,3.12,31.81,0.19,13.67,15,38.0,2019,59.0,53,2019,0,1,0,0
AllenRobinson,Bears,WR,26,16,0.0,0.0,0.0,0.0,0.0,0.06,0.12,0.0,9.62,6.12,71.69,0.44,15.93,12,39.0,2019,76.6,61,2014,5,0,0,0
JulianEdelman,Patriots,WR,33,16,0.12,0.12,2.94,0.06,0.0,0.5,1.69,0.0,9.56,6.25,69.81,0.38,16.02,13,40.0,2019,36.1,232,2009,10,0,0,0
AlvinKamara,Saints,RB,24,14,0.07,0.07,0.93,0.0,0.0,12.21,56.93,0.36,6.93,5.79,38.07,0.07,17.75,16,41.0,2019,2.5,67,2017,2,0,0,1
MarlonMack,Colts,RB,23,14,0.0,0.0,0.0,0.0,0.0,17.64,77.93,0.57,1.21,1.0,5.86,0.0,12.95,17,42.0,2019,46.5,143,2017,2,0,0,1
JarvisLandry,Browns,WR,27,16,0.0,0.0,0.0,0.0,0.0,0.06,0.62,0.0,8.62,5.19,73.38,0.38,14.84,14,43.0,2019,64.8,63,2014,5,0,0,0
JoshAllen,Bills,QB,23,16,16.94,28.81,193.06,1.25,0.56,6.81,31.88,0.56,0.0,0.0,0.0,0.0,18.04,6,44.0,2019,145.8,7,2018,1,0,1,0
JoshAllen,Bills,QB,23,16,16.94,28.81,193.06,1.25,0.56,6.81,31.88,0.56,0.0,0.0,0.0,0.0,18.04,6,44.0,2019,145.8,7,2019,0,1,0,0
TylerLockett,Seahawks,WR,27,16,0.0,0.0,0.0,0.0,0.0,0.25,-0.31,0.0,6.88,5.12,66.06,0.5,14.7,15,45.0,2019,42.9,69,2015,4,0,0,0
KenyanDrake,2TM,RB,25,14,0.0,0.0,0.0,0.0,0.0,12.14,58.36,0.57,4.86,3.57,24.64,0.0,15.3,18,47.0,2019,82.9,73,2016,3,0,0,0
PatrickMahomes,Chiefs,QB,24,14,22.79,34.57,287.93,1.86,0.36,3.07,15.57,0.14,0.0,0.0,0.0,0.0,20.5,7,48.0,2019,19.3,10,2017,2,0,0,1
KylerMurray,Cardinals,QB,22,16,21.81,33.88,232.62,1.25,0.75,5.81,34.0,0.25,0.0,0.0,0.0,0.0,17.83,8,50.0,2019,110.9,1,2019,0,1,0,0
CourtlandSutton,Broncos,WR,24,16,0.06,0.06,2.38,0.0,0.0,0.19,1.06,0.0,7.75,4.5,69.5,0.38,13.9,17,51.0,2019,126.2,40,2018,1,0,1,0
StefonDiggs,Vikings,WR,26,15,0.0,0.07,0.0,0.0,0.0,0.33,4.07,0.0,6.27,4.2,75.33,0.4,14.14,18,52.0,2019,30.8,146,2015,4,0,0,0
JohnBrown,Bills,WR,29,15,0.07,0.07,1.87,0.07,0.0,0.13,0.47,0.0,7.67,4.8,70.67,0.4,14.65,19,53.0,2019,136.2,91,2014,5,0,0,0
HunterHenry,Chargers,TE,25,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.33,4.58,54.33,0.42,12.52,8,54.0,2019,63.3,35,2016,3,0,0,0
MichaelGallup,Cowboys,WR,23,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.07,4.71,79.07,0.43,15.19,20,55.0,2019,113.8,81,2018,1,0,1,0
AaronRodgers,Packers,QB,36,16,22.06,35.56,250.12,1.62,0.25,2.88,11.44,0.06,0.0,0.0,0.0,0.0,17.4,9,56.0,2019,55.7,24,2005,14,0,0,0
RobertWoods,Rams,WR,27,15,0.0,0.0,0.0,0.0,0.0,1.13,7.67,0.07,9.27,6.0,75.6,0.13,15.53,22,59.0,2019,42.2,41,2013,6,0,0,0
CarsonWentz,Eagles,QB,27,16,24.25,37.94,252.44,1.69,0.44,3.88,15.19,0.06,0.0,0.0,0.0,0.0,17.24,10,60.0,2019,74.6,2,2016,3,0,0,0
CalvinRidley,Falcons,WR,25,13,0.0,0.0,0.0,0.0,0.0,0.15,2.62,0.0,7.15,4.85,66.62,0.54,15.15,23,65.0,2019,53.5,26,2018,1,0,1,0
DavidMontgomery,Bears,RB,22,16,0.0,0.0,0.0,0.0,0.0,15.12,55.56,0.38,2.19,1.56,11.56,0.06,10.65,22,67.0,2019,31.3,73,2019,0,1,0,0
TylerBoyd,Bengals,WR,25,16,0.0,0.0,0.0,0.0,0.0,0.25,1.44,0.0,9.25,5.62,65.38,0.31,13.93,25,68.0,2019,51.5,55,2016,3,0,0,0
MattRyan,Falcons,QB,34,15,27.2,41.07,297.73,1.73,0.93,2.27,9.8,0.07,0.0,0.0,0.0,0.0,17.82,11,69.0,2019,69.2,3,2008,11,0,0,0
DeeboSamuel,49ers,WR,23,15,0.0,0.0,0.0,0.0,0.0,0.93,10.6,0.2,5.4,3.8,53.47,0.2,12.61,26,70.0,2019,151.8,36,2019,0,1,0,0
MarvinJones,Lions,WR,29,13,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,7.0,4.77,59.92,0.69,14.92,27,71.0,2019,105.3,166,2012,7,0,0,0
CarlosHyde,Texans,RB,29,16,0.0,0.0,0.0,0.0,0.0,15.31,66.88,0.38,1.0,0.62,2.62,0.0,9.57,23,72.0,2019,151.9,57,2014,5,0,0,0
TyreekHill,Chiefs,WR,25,12,0.0,0.0,0.0,0.0,0.0,0.67,1.92,0.0,7.42,4.83,71.67,0.58,15.69,28,73.0,2019,13.9,165,2016,3,0,0,0
DavanteAdams,Packers,WR,27,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.58,6.92,83.08,0.42,17.72,29,74.0,2019,6.4,53,2014,5,0,0,0
SonyMichel,Patriots,RB,24,16,0.0,0.0,0.0,0.0,0.0,15.44,57.0,0.44,1.25,0.75,5.88,0.0,9.54,24,78.0,2019,37.4,31,2018,1,0,1,0
TomBrady,Patriots,QB,42,16,23.31,38.31,253.56,1.5,0.5,1.62,2.12,0.19,0.0,0.0,0.0,0.0,16.48,12,,2019,114.6,199,2000,19,0,0,0
JaredGoff,Rams,QB,25,16,24.62,39.12,289.88,1.38,1.0,2.06,2.5,0.12,0.0,0.0,0.0,0.0,15.47,13,,2019,81.5,1,2016,3,0,0,0
JimmyGaroppolo,49ers,QB,28,16,20.56,29.75,248.62,1.69,0.81,2.88,3.88,0.06,0.0,0.0,0.0,0.0,15.46,14,,2019,147.5,62,2014,5,0,0,0
DerekCarr,Raiders,QB,28,16,22.56,32.06,253.38,1.31,0.5,1.69,5.12,0.12,0.0,0.0,0.0,0.0,15.28,16,,2019,157.4,36,2014,5,0,0,0
KirkCousins,Vikings,QB,31,15,20.47,29.6,240.2,1.73,0.4,2.07,4.2,0.07,0.07,0.0,0.0,0.0,16.29,15,,2019,130.7,102,2012,7,0,0,0
PhilipRivers,Chargers,QB,38,16,24.38,36.94,288.44,1.44,1.25,0.75,1.81,0.0,0.0,0.0,0.0,0.0,14.72,18,,2019,116.1,4,2004,15,0,0,0
BakerMayfield,Browns,QB,24,16,19.81,33.38,239.19,1.38,1.31,1.75,8.81,0.19,0.0,0.0,0.0,0.0,14.32,20,,2019,63.2,1,2018,1,0,1,0
DrewBrees,Saints,QB,40,11,25.55,34.36,270.82,2.45,0.36,0.82,-0.36,0.09,0.0,0.0,0.0,0.0,20.44,21,,2019,73.9,32,2001,18,0,0,0
SamDarnold,Jets,QB,22,13,21.0,33.92,232.62,1.46,1.0,2.54,4.77,0.15,0.0,0.0,0.0,0.0,14.55,27,,2019,164.2,3,2018,1,0,1,0
MatthewStafford,Lions,QB,31,8,23.38,36.38,312.38,2.38,0.62,2.5,8.25,0.0,0.0,0.0,0.0,0.0,20.82,29,,2019,160.8,1,2009,10,0,0,0
DevontaFreeman,Falcons,RB,27,14,0.0,0.0,0.0,0.0,0.0,13.14,46.86,0.14,5.0,4.21,29.29,0.29,14.11,26,,2019,30.4,103,2014,5,0,0,0
MelvinGordon,Chargers,RB,26,12,0.0,0.0,0.0,0.0,0.0,13.5,51.0,0.67,4.58,3.5,24.67,0.08,15.07,25,,2019,42.0,15,2015,4,0,0,0
RonaldJonesII,Buccaneers,RB,22,16,0.0,0.0,0.0,0.0,0.0,10.75,45.25,0.38,2.5,1.94,19.31,0.0,10.39,27,,2019,158.1,38,2018,1,0,1,0
AdrianPeterson,WFT,RB,34,15,0.0,0.0,0.0,0.0,0.0,14.07,59.87,0.33,1.53,1.13,9.47,0.0,9.8,28,,2019,133.1,199,2002,17,0,0,0
AdrianPeterson,WFT,RB,34,15,0.0,0.0,0.0,0.0,0.0,14.07,59.87,0.33,1.53,1.13,9.47,0.0,9.8,28,,2019,133.1,7,2007,12,0,0,0
JamesWhite,Patriots,RB,27,15,0.07,0.07,2.33,0.0,0.0,4.47,17.53,0.07,6.33,4.8,43.0,0.33,13.35,29,,2019,48.1,130,2014,5,0,0,0
EmmanuelSanders,2TM,WR,32,17,0.06,0.06,2.06,0.06,0.0,0.0,0.0,0.0,5.71,3.88,51.12,0.29,11.19,32,,2019,80.6,82,2010,9,0,0,0
LataviusMurray,Saints,RB,29,16,0.0,0.0,0.0,0.0,0.0,9.12,39.81,0.31,2.69,2.12,14.69,0.06,9.82,30,,2019,76.4,181,2013,6,0,0,0
JamisonCrowder,Jets,WR,26,16,0.0,0.0,0.0,0.0,0.0,0.06,0.25,0.0,7.62,4.88,52.06,0.38,12.36,34,,2019,128.8,105,2015,4,0,0,0
DevinSingletary,Bills,RB,22,12,0.0,0.0,0.0,0.0,0.0,12.58,64.58,0.17,3.42,2.42,16.17,0.17,12.32,31,,2019,83.9,74,2019,0,1,0,0
CurtisSamuel,Panthers,WR,23,16,0.0,0.0,0.0,0.0,0.0,1.19,8.12,0.06,6.56,3.38,39.19,0.38,10.73,36,,2019,88.0,40,2017,2,0,0,1
TevinColeman,49ers,RB,26,14,0.0,0.0,0.0,0.0,0.0,9.79,38.86,0.43,2.14,1.5,12.86,0.07,9.67,32,,2019,57.7,73,2015,4,0,0,0
JamesConner,Steelers,RB,24,10,0.0,0.0,0.0,0.0,0.0,11.6,46.4,0.4,3.8,3.4,25.1,0.3,14.55,33,,2019,7.1,105,2017,2,0,0,1
MikeWilliams,Chargers,WR,25,15,0.0,0.0,0.0,0.0,0.0,0.07,0.13,0.0,6.0,3.27,66.73,0.13,10.75,37,,2019,60.3,4,2002,17,0,0,0
MikeWilliams,Chargers,WR,25,15,0.0,0.0,0.0,0.0,0.0,0.07,0.13,0.0,6.0,3.27,66.73,0.13,10.75,37,,2019,60.3,10,2005,14,0,0,0
MikeWilliams,Chargers,WR,25,15,0.0,0.0,0.0,0.0,0.0,0.07,0.13,0.0,6.0,3.27,66.73,0.13,10.75,37,,2019,60.3,101,2010,9,0,0,0
MikeWilliams,Chargers,WR,25,15,0.0,0.0,0.0,0.0,0.0,0.07,0.13,0.0,6.0,3.27,66.73,0.13,10.75,37,,2019,60.3,7,2017,2,0,0,1
DukeJohnson,Texans,RB,26,16,0.0,0.0,0.0,0.0,0.0,5.19,25.62,0.12,3.88,2.75,25.62,0.19,9.62,35,,2019,51.7,77,2015,4,0,0,0
DavidJohnson,Cardinals,RB,28,13,0.0,0.0,0.0,0.0,0.0,7.23,26.54,0.15,3.62,2.77,28.46,0.31,10.88,37,,2019,7.1,241,2009,10,0,0,0
DavidJohnson,Cardinals,RB,28,13,0.0,0.0,0.0,0.0,0.0,7.23,26.54,0.15,3.62,2.77,28.46,0.31,10.88,37,,2019,7.1,86,2015,4,0,0,0
GoldenTate,Giants,WR,31,11,0.0,0.0,0.0,0.0,0.0,0.09,1.45,0.0,7.73,4.45,61.45,0.55,13.84,41,,2019,123.3,60,2010,9,0,0,0
LarryFitzgerald,Cardinals,WR,36,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.81,4.69,50.25,0.25,11.09,42,,2019,106.5,3,2004,15,0,0,0
JordanHoward,Eagles,RB,25,10,0.0,0.0,0.0,0.0,0.0,11.9,52.5,0.6,1.4,1.0,6.9,0.1,11.14,38,,2019,103.7,150,2016,3,0,0,0
ChristianKirk,Cardinals,WR,23,13,0.0,0.0,0.0,0.0,0.0,0.77,7.15,0.0,8.31,5.23,54.54,0.23,12.94,46,,2019,89.9,47,2018,1,0,1,0
RoyceFreeman,Broncos,RB,23,16,0.0,0.0,0.0,0.0,0.0,8.25,31.0,0.19,3.12,2.69,16.0,0.06,8.89,40,,2019,108.1,71,2018,1,0,1,0
MecoleHardman,Chiefs,WR,21,16,0.0,0.0,0.0,0.0,0.0,0.25,1.06,0.0,2.56,1.62,33.62,0.38,7.47,49,,2019,137.7,56,2019,0,1,0,0
LeSeanMcCoy,Chiefs,RB,31,13,0.0,0.0,0.0,0.0,0.0,7.77,35.77,0.31,2.62,2.15,13.92,0.08,9.12,41,,2019,90.8,53,2009,10,0,0,0
DedeWestbrook,Jaguars,WR,26,15,0.0,0.0,0.0,0.0,0.0,0.33,1.8,0.0,6.73,4.4,44.0,0.2,10.45,50,,2019,62.7,110,2017,2,0,0,1
JamesWashington,Steelers,WR,23,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.33,2.93,49.0,0.2,8.9,51,,2019,101.3,60,2018,1,0,1,0
SammyWatkins,Chiefs,WR,26,14,0.0,0.0,0.0,0.0,0.0,0.14,0.86,0.0,6.43,3.71,48.07,0.21,9.89,52,,2019,96.1,4,2014,5,0,0,0
TarikCohen,Bears,RB,24,16,0.0,0.0,0.0,0.0,0.0,4.0,13.31,0.0,6.5,4.94,28.5,0.19,10.24,44,,2019,71.0,119,2017,2,0,0,1
WillFuller,Texans,WR,25,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.45,4.45,60.91,0.27,12.18,53,,2019,81.6,21,2016,3,0,0,0
SterlingShepard,Giants,WR,26,10,0.0,0.0,0.0,0.0,0.0,0.6,7.2,0.0,8.3,5.7,57.6,0.3,14.18,54,,2019,92.2,40,2016,3,0,0,0
FrankGore,Bills,RB,36,16,0.0,0.0,0.0,0.0,0.0,10.38,37.44,0.12,1.0,0.81,6.25,0.0,5.93,46,,2019,152.3,65,2005,14,0,0,0
KennyStills,Texans,WR,27,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.23,3.08,43.15,0.31,9.24,58,,2019,161.5,144,2013,6,0,0,0
AlshonJeffery,Eagles,WR,29,10,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.1,7.3,4.3,49.0,0.4,12.22,59,,2019,71.9,45,2012,7,0,0,0
BrandinCooks,Rams,WR,26,14,0.0,0.0,0.0,0.0,0.0,0.43,3.71,0.0,5.14,3.0,41.64,0.14,8.39,61,,2019,39.1,20,2014,5,0,0,0
AnthonyMiller,Bears,WR,25,16,0.0,0.0,0.0,0.0,0.0,0.06,-0.06,0.0,5.31,3.25,41.0,0.12,7.97,62,,2019,134.4,51,2018,1,0,1,0
KerryonJohnson,Lions,RB,22,8,0.0,0.0,0.0,0.0,0.0,14.12,50.38,0.38,1.88,1.25,15.88,0.12,10.62,47,,2019,28.5,43,2018,1,0,1,0
KyleRudolph,Vikings,TE,30,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.44,22.94,0.38,7.11,14,,2019,154.9,43,2011,8,0,0,0
NyheimHines,Colts,RB,23,16,0.0,0.0,0.0,0.0,0.0,3.25,12.44,0.12,3.62,2.75,20.0,0.0,7.37,50,,2019,159.2,104,2018,1,0,1,0
TonyPollard,Cowboys,RB,22,15,0.0,0.0,0.0,0.0,0.0,5.73,30.33,0.13,1.33,1.0,7.13,0.07,5.95,48,,2019,83.3,128,2019,0,1,0,0
CoreyDavis,Titans,WR,24,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6,2.87,40.07,0.13,7.67,64,,2019,110.8,5,2017,2,0,0,1
GregOlsen,Panthers,TE,34,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.86,3.71,42.64,0.14,8.84,15,,2019,148.9,31,2007,12,0,0,0
RashaadPenny,Seahawks,RB,23,10,0.0,0.0,0.0,0.0,0.0,6.5,37.0,0.3,1.1,0.8,8.3,0.1,7.53,53,,2019,95.3,27,2018,1,0,1,0
EvanEngram,Giants,TE,25,8,0.0,0.0,0.0,0.0,0.0,0.38,0.88,0.0,8.5,5.5,58.38,0.38,13.68,19,,2019,57.3,23,2017,2,0,0,1
MohamedSanu,2TM,WR,30,15,0.0,0.0,0.0,0.0,0.0,0.2,0.73,0.0,5.93,3.93,34.67,0.13,8.27,71,,2019,160.7,83,2012,7,0,0,0
KareemHunt,Browns,RB,24,8,0.0,0.0,0.0,0.0,0.0,5.38,22.38,0.25,5.5,4.62,35.62,0.12,12.68,54,,2019,100.8,86,2017,2,0,0,1
AlexanderMattison,Vikings,RB,21,13,0.0,0.0,0.0,0.0,0.0,7.69,35.54,0.08,0.92,0.77,6.31,0.0,5.26,55,,2019,127.3,102,2019,0,1,0,0
JaylenSamuels,Steelers,RB,23,14,0.29,0.36,2.5,0.0,0.07,4.71,12.5,0.07,4.07,3.36,21.79,0.07,7.46,56,,2019,119.0,165,2018,1,0,1,0
EricEbron,Colts,TE,26,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.73,2.82,34.09,0.27,7.86,23,,2019,117.5,10,2014,5,0,0,0
DerriusGuice,WFT,RB,22,5,0.0,0.0,0.0,0.0,0.0,8.4,49.0,0.4,1.8,1.4,15.8,0.2,11.48,62,,2019,69.8,59,2018,1,0,1,0
DemaryiusThomas,Jets,WR,32,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.27,3.27,39.36,0.09,7.75,86,,2019,161.4,22,2010,9,0,0,0
JoshGordon,2TM,WR,28,11,0.0,0.09,0.0,0.0,0.09,0.09,0.09,0.0,4.27,2.45,38.73,0.09,6.7,88,,2019,52.1,1,2012,7,0,0,0
JusticeHill,Ravens,RB,22,16,0.0,0.0,0.0,0.0,0.0,3.62,14.06,0.12,0.94,0.5,4.38,0.0,3.09,71,,2019,120.7,113,2019,0,1,0,0
DionLewis,Titans,RB,29,16,0.0,0.0,0.0,0.0,0.0,3.38,13.06,0.0,2.0,1.56,10.25,0.06,4.14,72,,2019,142.9,149,2011,8,0,0,0
KalenBallage,Dolphins,RB,24,12,0.0,0.0,0.0,0.0,0.0,6.17,11.25,0.25,2.0,1.17,5.25,0.0,4.32,75,,2019,113.5,131,2018,1,0,1,0
DelanieWalker,Titans,TE,35,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.43,3.0,30.71,0.29,7.79,43,,2019,115.4,175,2006,13,0,0,0
KekeCoutee,Texans,WR,22,9,0.0,0.0,0.0,0.0,0.0,0.22,1.56,0.11,4.0,2.44,28.22,0.0,5.87,108,,2019,146.2,103,2018,1,0,1,0
DeSeanJackson,Eagles,WR,33,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.33,3.0,53.0,0.67,12.3,113,,2019,119.4,49,2008,11,0,0,0
MarquiseGoodwin,49ers,WR,29,9,0.0,0.0,0.0,0.0,0.0,0.11,1.67,0.0,2.33,1.33,20.67,0.11,4.23,120,,2019,163.0,78,2013,6,0,0,0
ItoSmith,Falcons,RB,24,7,0.0,0.0,0.0,0.0,0.0,3.14,15.14,0.14,2.0,1.57,12.43,0.0,5.19,85,,2019,154.2,126,2018,1,0,1,0
